user_id,anime_id,rating
17,19669,-1
17,19685,5
17,19703,8
17,19759,-1
17,19799,7
17,19815,8
17,19855,3
17,20021,-1
17,20031,7
17,20035,-1
17,20047,6
17,20159,6
17,20365,-1
17,20391,-1
17,20449,-1
17,20457,7
17,20473,6
17,20507,8
17,20509,8
17,20541,6
17,20543,4
17,20583,8
17,20689,5
17,20709,7
17,20745,-1
17,20767,-1
17,20787,5
17,20853,7
17,20877,-1
17,20899,9
17,20903,6
17,20931,5
17,20939,-1
17,20965,6
17,20973,6
17,20977,-1
17,21067,5
17,21085,6
17,21189,6
17,21201,-1
17,21325,5
17,21327,7
17,21339,8
17,21353,3
17,21405,7
17,21415,-1
17,21421,2
17,21431,3
17,21473,7
17,21561,6
17,21603,4
17,21647,6
17,21659,-1
17,21667,-1
17,21809,6
17,21821,1
17,21843,8
17,21855,8
17,21863,7
17,21881,8
17,21995,7
17,22057,-1
17,22071,-1
17,22117,-1
17,22123,5
17,22135,10
17,22145,8
17,22147,8
17,22199,6
17,22297,9
17,22319,7
17,22335,-1
17,22535,8
17,22539,-1
17,22689,-1
17,22729,7
17,22759,-1
17,22789,8
17,22835,3
17,22847,-1
17,22865,5
17,22961,-1
17,23023,-1
17,23179,-1
17,23199,6
17,23225,8
17,23227,-1
17,23249,8
17,23251,6
17,23273,8
17,23277,8
17,23281,4
17,23283,7
17,23285,7
17,23289,8
17,23317,7
17,23321,4
17,23359,-1
17,23383,-1
